utility_name,year,month,zip_code,number_of_disconnections,disconnection_rate
Pacific Gas and Electric Company ,2024,Jan,95546,3,0.30%
Pacific Gas and Electric Company ,2024,Jan,95547,1,0.19%
Pacific Gas and Electric Company ,2024,Jan,95549,1,0.30%
Pacific Gas and Electric Company ,2024,Jan,95551,2,0.30%
Pacific Gas and Electric Company ,2024,Jan,95553,3,0.93%
Pacific Gas and Electric Company ,2024,Jan,95558,1,0.52%
Pacific Gas and Electric Company ,2024,Jan,95560,9,1.37%
Pacific Gas and Electric Company ,2024,Jan,95562,3,0.21%
Pacific Gas and Electric Company ,2024,Jan,95570,1,0.08%
Pacific Gas and Electric Company ,2024,Jan,95573,1,0.10%
Pacific Gas and Electric Company ,2024,Jan,95602,1,0.01%
Pacific Gas and Electric Company ,2024,Jan,95603,3,0.03%
Pacific Gas and Electric Company ,2024,Jan,95605,11,0.20%
Pacific Gas and Electric Company ,2024,Jan,95613,1,0.65%
Pacific Gas and Electric Company ,2024,Jan,95614,1,0.06%
Pacific Gas and Electric Company ,2024,Jan,95616,4,0.02%
Pacific Gas and Electric Company ,2024,Jan,95618,8,0.08%
Pacific Gas and Electric Company ,2024,Jan,95620,11,0.13%
Pacific Gas and Electric Company ,2024,Jan,95623,1,0.06%
Pacific Gas and Electric Company ,2024,Jan,95627,2,0.15%
Pacific Gas and Electric Company ,2024,Jan,95631,1,0.04%
Pacific Gas and Electric Company ,2024,Jan,95632,1,0.01%
Pacific Gas and Electric Company ,2024,Jan,95633,1,0.08%
Pacific Gas and Electric Company ,2024,Jan,95640,2,0.05%
Pacific Gas and Electric Company ,2024,Jan,95641,1,0.12%
Pacific Gas and Electric Company ,2024,Jan,95645,4,0.82%
Pacific Gas and Electric Company ,2024,Jan,95648,9,0.04%
Pacific Gas and Electric Company ,2024,Jan,95650,4,0.08%
Pacific Gas and Electric Company ,2024,Jan,95658,1,0.04%
Pacific Gas and Electric Company ,2024,Jan,95665,12,0.54%
Pacific Gas and Electric Company ,2024,Jan,95667,11,0.07%
Pacific Gas and Electric Company ,2024,Jan,95672,2,0.11%
Pacific Gas and Electric Company ,2024,Jan,95675,1,0.52%
Pacific Gas and Electric Company ,2024,Jan,95677,7,0.06%
Pacific Gas and Electric Company ,2024,Jan,95681,1,0.21%
Pacific Gas and Electric Company ,2024,Jan,95682,8,0.07%
Pacific Gas and Electric Company ,2024,Jan,95685,4,0.17%
Pacific Gas and Electric Company ,2024,Jan,95686,5,1.25%
Pacific Gas and Electric Company ,2024,Jan,95687,52,0.21%
Pacific Gas and Electric Company ,2024,Jan,95688,23,0.16%
Pacific Gas and Electric Company ,2024,Jan,95690,2,0.33%
Pacific Gas and Electric Company ,2024,Jan,95691,31,0.22%
Pacific Gas and Electric Company ,2024,Jan,95692,5,0.26%
Pacific Gas and Electric Company ,2024,Jan,95694,1,0.03%
Pacific Gas and Electric Company ,2024,Jan,95695,15,0.10%
Pacific Gas and Electric Company ,2024,Jan,95713,4,0.10%
Pacific Gas and Electric Company ,2024,Jan,95722,1,0.05%
Pacific Gas and Electric Company ,2024,Jan,95726,2,0.05%
Pacific Gas and Electric Company ,2024,Jan,95746,1,0.01%
Pacific Gas and Electric Company ,2024,Jan,95747,2,0.01%
Pacific Gas and Electric Company ,2024,Jan,95762,9,0.05%
Pacific Gas and Electric Company ,2024,Jan,95765,6,0.04%
Pacific Gas and Electric Company ,2024,Jan,95776,16,0.17%
Pacific Gas and Electric Company ,2024,Jan,95901,27,0.20%
Pacific Gas and Electric Company ,2024,Jan,95912,2,0.12%
Pacific Gas and Electric Company ,2024,Jan,95914,2,0.46%
Pacific Gas and Electric Company ,2024,Jan,95917,1,0.09%
Pacific Gas and Electric Company ,2024,Jan,95918,1,0.10%
Pacific Gas and Electric Company ,2024,Jan,95926,18,0.11%
Pacific Gas and Electric Company ,2024,Jan,95928,13,0.08%
Pacific Gas and Electric Company ,2024,Jan,95930,1,0.56%
Pacific Gas and Electric Company ,2024,Jan,95932,3,0.10%
Pacific Gas and Electric Company ,2024,Jan,95935,1,0.23%
Pacific Gas and Electric Company ,2024,Jan,95937,1,0.17%
Pacific Gas and Electric Company ,2024,Jan,95939,1,0.48%
Pacific Gas and Electric Company ,2024,Jan,95942,1,0.10%
Pacific Gas and Electric Company ,2024,Jan,95945,8,0.07%
Pacific Gas and Electric Company ,2024,Jan,95949,5,0.06%
Pacific Gas and Electric Company ,2024,Jan,95950,1,0.65%
Pacific Gas and Electric Company ,2024,Jan,95953,5,0.13%
Pacific Gas and Electric Company ,2024,Jan,95955,3,0.57%
Pacific Gas and Electric Company ,2024,Jan,95959,2,0.02%
Pacific Gas and Electric Company ,2024,Jan,95960,1,0.32%
Pacific Gas and Electric Company ,2024,Jan,95961,31,0.30%
Pacific Gas and Electric Company ,2024,Jan,95963,5,0.08%
Pacific Gas and Electric Company ,2024,Jan,95965,7,0.09%
Pacific Gas and Electric Company ,2024,Jan,95966,12,0.10%
Pacific Gas and Electric Company ,2024,Jan,95973,12,0.08%
Pacific Gas and Electric Company ,2024,Jan,95982,2,0.16%
Pacific Gas and Electric Company ,2024,Jan,95988,2,0.05%
Pacific Gas and Electric Company ,2024,Jan,95991,29,0.20%
Pacific Gas and Electric Company ,2024,Jan,95993,17,0.14%
Pacific Gas and Electric Company ,2024,Jan,96001,1,0.01%
Pacific Gas and Electric Company ,2024,Jan,96003,8,0.05%
Pacific Gas and Electric Company ,2024,Jan,96007,20,0.21%
Pacific Gas and Electric Company ,2024,Jan,96021,15,0.24%
Pacific Gas and Electric Company ,2024,Jan,96022,13,0.20%
Pacific Gas and Electric Company ,2024,Jan,96055,1,0.06%
Pacific Gas and Electric Company ,2024,Jan,96069,1,0.28%
Pacific Gas and Electric Company ,2024,Jan,96073,4,0.23%
Pacific Gas and Electric Company ,2024,Jan,96080,25,0.21%
Pacific Gas and Electric Company ,2024,Jan,96084,1,0.34%
Pacific Gas and Electric Company ,2024,Jan,96088,1,0.04%
Pacific Gas and Electric Company ,2024,Jan,93428/93429,3,0.07%
Pacific Gas and Electric Company ,2024,Jan,94020/94021,2,0.28%
Pacific Gas and Electric Company ,2024,Jan,94070/94074,8,0.06%
Pacific Gas and Electric Company ,2024,Jan,94568/94569,37,0.15%
Pacific Gas and Electric Company ,2024,Jan,95589/95595,2,0.92%
Pacific Gas and Electric Company ,2024,Feb,93203,23,0.45%
Pacific Gas and Electric Company ,2024,Feb,93204,17,0.64%
Pacific Gas and Electric Company ,2024,Feb,93206,5,0.93%
Pacific Gas and Electric Company ,2024,Feb,93210,25,0.54%
Pacific Gas and Electric Company ,2024,Feb,93212,13,0.29%
Pacific Gas and Electric Company ,2024,Feb,93230,2,0.21%
Pacific Gas and Electric Company ,2024,Feb,93234,6,0.34%
Pacific Gas and Electric Company ,2024,Feb,93241,22,0.62%
Pacific Gas and Electric Company ,2024,Feb,93242,3,0.31%
Pacific Gas and Electric Company ,2024,Feb,93245,53,0.48%
Pacific Gas and Electric Company ,2024,Feb,93249,1,0.16%
Pacific Gas and Electric Company ,2024,Feb,93250,17,0.62%
Pacific Gas and Electric Company ,2024,Feb,93252,9,1.68%
Pacific Gas and Electric Company ,2024,Feb,93263,29,0.41%
Pacific Gas and Electric Company ,2024,Feb,93268,20,0.35%
Pacific Gas and Electric Company ,2024,Feb,93280,26,0.39%
Pacific Gas and Electric Company ,2024,Feb,93301,36,0.59%
Pacific Gas and Electric Company ,2024,Feb,93304,106,0.66%
Pacific Gas and Electric Company ,2024,Feb,93305,104,0.93%
Pacific Gas and Electric Company ,2024,Feb,93306,146,0.61%
Pacific Gas and Electric Company ,2024,Feb,93307,166,0.70%
Pacific Gas and Electric Company ,2024,Feb,93308,104,0.52%
Pacific Gas and Electric Company ,2024,Feb,93309,65,0.28%
Pacific Gas and Electric Company ,2024,Feb,93311,48,0.26%
Pacific Gas and Electric Company ,2024,Feb,93312,63,0.32%
Pacific Gas and Electric Company ,2024,Feb,93313,80,0.46%
Pacific Gas and Electric Company ,2024,Feb,93314,24,0.21%
Pacific Gas and Electric Company ,2024,Feb,93402,1,0.02%
Pacific Gas and Electric Company ,2024,Feb,93422,11,0.08%
Pacific Gas and Electric Company ,2024,Feb,93426,2,0.19%
Pacific Gas and Electric Company ,2024,Feb,93428,4,0.10%
Pacific Gas and Electric Company ,2024,Feb,93434,1,0.04%
Pacific Gas and Electric Company ,2024,Feb,93436,1,0.02%
Pacific Gas and Electric Company ,2024,Feb,93440,1,0.15%
Pacific Gas and Electric Company ,2024,Feb,93444,2,0.02%
Pacific Gas and Electric Company ,2024,Feb,93446,1,0.01%
Pacific Gas and Electric Company ,2024,Feb,93450,4,1.83%
Pacific Gas and Electric Company ,2024,Feb,93453,2,1.38%
Pacific Gas and Electric Company ,2024,Feb,93455,7,0.05%
Pacific Gas and Electric Company ,2024,Feb,93458,1,0.01%
Pacific Gas and Electric Company ,2024,Feb,93461,1,0.20%
Pacific Gas and Electric Company ,2024,Feb,93601,3,0.33%
Pacific Gas and Electric Company ,2024,Feb,93602,4,0.24%
Pacific Gas and Electric Company ,2024,Feb,93606,1,0.30%
Pacific Gas and Electric Company ,2024,Feb,93608,3,1.04%
Pacific Gas and Electric Company ,2024,Feb,93609,4,0.27%
Pacific Gas and Electric Company ,2024,Feb,93610,20,0.33%
Pacific Gas and Electric Company ,2024,Feb,93611,22,0.13%
Pacific Gas and Electric Company ,2024,Feb,93612,35,0.22%
Pacific Gas and Electric Company ,2024,Feb,93614,7,0.14%
Pacific Gas and Electric Company ,2024,Feb,93616,7,1.08%
Pacific Gas and Electric Company ,2024,Feb,93619,34,0.19%
Pacific Gas and Electric Company ,2024,Feb,93620,16,0.50%
Pacific Gas and Electric Company ,2024,Feb,93621,2,0.63%
Pacific Gas and Electric Company ,2024,Feb,93622,11,0.40%
Pacific Gas and Electric Company ,2024,Feb,93624,1,0.51%
Pacific Gas and Electric Company ,2024,Feb,93625,12,0.42%
Pacific Gas and Electric Company ,2024,Feb,93626,1,0.10%
Pacific Gas and Electric Company ,2024,Feb,93630,16,0.25%
Pacific Gas and Electric Company ,2024,Feb,93631,33,0.53%
Pacific Gas and Electric Company ,2024,Feb,93635,49,0.32%
Pacific Gas and Electric Company ,2024,Feb,93636,12,0.18%
Pacific Gas and Electric Company ,2024,Feb,93637,57,0.44%
Pacific Gas and Electric Company ,2024,Feb,93638,46,0.34%
Pacific Gas and Electric Company ,2024,Feb,93640,12,0.39%
Pacific Gas and Electric Company ,2024,Feb,93641,1,0.35%
Pacific Gas and Electric Company ,2024,Feb,93643,2,0.12%
Pacific Gas and Electric Company ,2024,Feb,93644,15,0.36%
Pacific Gas and Electric Company ,2024,Feb,93646,5,0.20%
Pacific Gas and Electric Company ,2024,Feb,93648,19,0.50%
Pacific Gas and Electric Company ,2024,Feb,93650,4,0.32%
Pacific Gas and Electric Company ,2024,Feb,93651,1,0.15%
Pacific Gas and Electric Company ,2024,Feb,93653,1,0.20%
Pacific Gas and Electric Company ,2024,Feb,93654,53,0.56%
Pacific Gas and Electric Company ,2024,Feb,93656,9,0.54%
Pacific Gas and Electric Company ,2024,Feb,93657,42,0.35%
Pacific Gas and Electric Company ,2024,Feb,93660,12,1.15%
Pacific Gas and Electric Company ,2024,Feb,93662,42,0.46%
Pacific Gas and Electric Company ,2024,Feb,93664,1,0.32%
Pacific Gas and Electric Company ,2024,Feb,93665,4,1.85%
Pacific Gas and Electric Company ,2024,Feb,93667,8,0.85%
Pacific Gas and Electric Company ,2024,Feb,93668,5,1.53%
Pacific Gas and Electric Company ,2024,Feb,93675,5,0.30%
Pacific Gas and Electric Company ,2024,Feb,93701,29,0.81%
Pacific Gas and Electric Company ,2024,Feb,93702,85,0.71%
Pacific Gas and Electric Company ,2024,Feb,93703,50,0.49%
Pacific Gas and Electric Company ,2024,Feb,93704,37,0.31%
Pacific Gas and Electric Company ,2024,Feb,93705,72,0.58%
Pacific Gas and Electric Company ,2024,Feb,93706,90,0.82%
Pacific Gas and Electric Company ,2024,Feb,93710,36,0.32%
Pacific Gas and Electric Company ,2024,Feb,93711,36,0.21%
Pacific Gas and Electric Company ,2024,Feb,93720,49,0.25%
Pacific Gas and Electric Company ,2024,Feb,93721,11,0.66%
Pacific Gas and Electric Company ,2024,Feb,93722,127,0.46%
Pacific Gas and Electric Company ,2024,Feb,93723,17,0.40%
Pacific Gas and Electric Company ,2024,Feb,93725,42,0.60%
Pacific Gas and Electric Company ,2024,Feb,93726,70,0.47%
Pacific Gas and Electric Company ,2024,Feb,93727,104,0.38%
Pacific Gas and Electric Company ,2024,Feb,93728,32,0.56%
Pacific Gas and Electric Company ,2024,Feb,93730,19,0.35%
Pacific Gas and Electric Company ,2024,Feb,93737,7,0.34%
Pacific Gas and Electric Company ,2024,Feb,93901,51,0.48%
Pacific Gas and Electric Company ,2024,Feb,93905,43,0.32%
Pacific Gas and Electric Company ,2024,Feb,93906,37,0.21%
Pacific Gas and Electric Company ,2024,Feb,93907,14,0.19%
Pacific Gas and Electric Company ,2024,Feb,93908,6,0.12%
Pacific Gas and Electric Company ,2024,Feb,93921,1,0.07%
Pacific Gas and Electric Company ,2024,Feb,93923,8,0.11%
Pacific Gas and Electric Company ,2024,Feb,93924,1,0.04%
Pacific Gas and Electric Company ,2024,Feb,93925,1,0.25%
Pacific Gas and Electric Company ,2024,Feb,93926,6,0.27%
Pacific Gas and Electric Company ,2024,Feb,93927,12,0.26%
Pacific Gas and Electric Company ,2024,Feb,93930,20,0.45%
Pacific Gas and Electric Company ,2024,Feb,93933,35,0.35%
Pacific Gas and Electric Company ,2024,Feb,93940,34,0.24%
Pacific Gas and Electric Company ,2024,Feb,93950,9,0.12%
Pacific Gas and Electric Company ,2024,Feb,93953,3,0.10%
Pacific Gas and Electric Company ,2024,Feb,93954,4,3.23%
Pacific Gas and Electric Company ,2024,Feb,93955,32,0.34%
Pacific Gas and Electric Company ,2024,Feb,93960,15,0.30%
Pacific Gas and Electric Company ,2024,Feb,94002,15,0.14%
Pacific Gas and Electric Company ,2024,Feb,94005,5,0.26%
Pacific Gas and Electric Company ,2024,Feb,94010,19,0.11%
Pacific Gas and Electric Company ,2024,Feb,94014,35,0.24%
Pacific Gas and Electric Company ,2024,Feb,94015,42,0.22%
Pacific Gas and Electric Company ,2024,Feb,94018,5,0.26%
Pacific Gas and Electric Company ,2024,Feb,94019,7,0.14%
Pacific Gas and Electric Company ,2024,Feb,94022,6,0.08%
Pacific Gas and Electric Company ,2024,Feb,94024,3,0.04%
Pacific Gas and Electric Company ,2024,Feb,94025,54,0.32%
Pacific Gas and Electric Company ,2024,Feb,94027,1,0.04%
Pacific Gas and Electric Company ,2024,Feb,94028,3,0.12%
Pacific Gas and Electric Company ,2024,Feb,94030,18,0.21%
Pacific Gas and Electric Company ,2024,Feb,94037,2,0.18%
Pacific Gas and Electric Company ,2024,Feb,94038,5,0.47%
Pacific Gas and Electric Company ,2024,Feb,94040,39,0.24%
Pacific Gas and Electric Company ,2024,Feb,94041,20,0.27%
Pacific Gas and Electric Company ,2024,Feb,94043,22,0.17%
Pacific Gas and Electric Company ,2024,Feb,94044,21,0.15%
Pacific Gas and Electric Company ,2024,Feb,94060,1,0.20%
Pacific Gas and Electric Company ,2024,Feb,94061,44,0.31%
Pacific Gas and Electric Company ,2024,Feb,94062,20,0.20%
Pacific Gas and Electric Company ,2024,Feb,94063,62,0.57%
Pacific Gas and Electric Company ,2024,Feb,94065,7,0.14%
Pacific Gas and Electric Company ,2024,Feb,94066,40,0.27%
Pacific Gas and Electric Company ,2024,Feb,94070,9,0.07%
Pacific Gas and Electric Company ,2024,Feb,94080,63,0.28%
Pacific Gas and Electric Company ,2024,Feb,94085,17,0.16%
Pacific Gas and Electric Company ,2024,Feb,94086,28,0.13%
Pacific Gas and Electric Company ,2024,Feb,94087,8,0.04%
Pacific Gas and Electric Company ,2024,Feb,94089,11,0.19%
Pacific Gas and Electric Company ,2024,Feb,94102,30,0.22%
Pacific Gas and Electric Company ,2024,Feb,94103,93,0.50%
Pacific Gas and Electric Company ,2024,Feb,94104,1,0.40%
Pacific Gas and Electric Company ,2024,Feb,94105,54,0.58%
Pacific Gas and Electric Company ,2024,Feb,94107,25,0.14%
Pacific Gas and Electric Company ,2024,Feb,94108,12,0.20%
Pacific Gas and Electric Company ,2024,Feb,94109,89,0.29%
Pacific Gas and Electric Company ,2024,Feb,94110,24,0.08%
Pacific Gas and Electric Company ,2024,Feb,94111,1,0.10%
Pacific Gas and Electric Company ,2024,Feb,94112,35,0.17%
Pacific Gas and Electric Company ,2024,Feb,94114,16,0.09%
Pacific Gas and Electric Company ,2024,Feb,94115,51,0.29%
Pacific Gas and Electric Company ,2024,Feb,94116,22,0.15%
Pacific Gas and Electric Company ,2024,Feb,94117,31,0.16%
Pacific Gas and Electric Company ,2024,Feb,94118,25,0.14%
Pacific Gas and Electric Company ,2024,Feb,94121,34,0.18%
Pacific Gas and Electric Company ,2024,Feb,94122,38,0.17%
Pacific Gas and Electric Company ,2024,Feb,94123,36,0.23%
Pacific Gas and Electric Company ,2024,Feb,94124,10,0.10%
Pacific Gas and Electric Company ,2024,Feb,94127,13,0.17%
Pacific Gas and Electric Company ,2024,Feb,94131,21,0.16%
Pacific Gas and Electric Company ,2024,Feb,94132,78,0.83%
Pacific Gas and Electric Company ,2024,Feb,94133,18,0.14%
Pacific Gas and Electric Company ,2024,Feb,94134,1,0.01%
Pacific Gas and Electric Company ,2024,Feb,94158,4,0.08%
Pacific Gas and Electric Company ,2024,Feb,94303,56,0.79%
Pacific Gas and Electric Company ,2024,Feb,94401,15,0.12%
Pacific Gas and Electric Company ,2024,Feb,94402,7,0.07%
Pacific Gas and Electric Company ,2024,Feb,94403,20,0.12%
Pacific Gas and Electric Company ,2024,Feb,94404,23,0.15%
Pacific Gas and Electric Company ,2024,Feb,94503,17,0.28%
Pacific Gas and Electric Company ,2024,Feb,94505,18,0.32%
Pacific Gas and Electric Company ,2024,Feb,94506,10,0.12%
Pacific Gas and Electric Company ,2024,Feb,94507,3,0.05%
Pacific Gas and Electric Company ,2024,Feb,94508,4,0.39%
Pacific Gas and Electric Company ,2024,Feb,94509,160,0.68%
Pacific Gas and Electric Company ,2024,Feb,94510,26,0.23%
Pacific Gas and Electric Company ,2024,Feb,94511,7,0.54%
Pacific Gas and Electric Company ,2024,Feb,94513,57,0.25%
Pacific Gas and Electric Company ,2024,Feb,94514,2,0.27%
Pacific Gas and Electric Company ,2024,Feb,94515,8,0.29%
Pacific Gas and Electric Company ,2024,Feb,94517,7,0.16%
Pacific Gas and Electric Company ,2024,Feb,94518,41,0.40%
Pacific Gas and Electric Company ,2024,Feb,94519,22,0.32%
Pacific Gas and Electric Company ,2024,Feb,94520,101,0.76%
Pacific Gas and Electric Company ,2024,Feb,94521,55,0.34%
Pacific Gas and Electric Company ,2024,Feb,94523,19,0.13%
Pacific Gas and Electric Company ,2024,Feb,94525,6,0.39%
Pacific Gas and Electric Company ,2024,Feb,94526,21,0.17%
Pacific Gas and Electric Company ,2024,Feb,94530,23,0.21%
Pacific Gas and Electric Company ,2024,Feb,94531,63,0.43%
Pacific Gas and Electric Company ,2024,Feb,94533,128,0.49%
Pacific Gas and Electric Company ,2024,Feb,94534,26,0.18%
Pacific Gas and Electric Company ,2024,Feb,94538,29,0.12%
Pacific Gas and Electric Company ,2024,Feb,94539,19,0.10%
Pacific Gas and Electric Company ,2024,Feb,94541,95,0.42%
Pacific Gas and Electric Company ,2024,Feb,94542,19,0.37%
Pacific Gas and Electric Company ,2024,Feb,94544,129,0.55%
Pacific Gas and Electric Company ,2024,Feb,94545,25,0.27%
Pacific Gas and Electric Company ,2024,Feb,94546,28,0.17%
Pacific Gas and Electric Company ,2024,Feb,94547,33,0.36%
Pacific Gas and Electric Company ,2024,Feb,94548,3,1.15%
Pacific Gas and Electric Company ,2024,Feb,94549,13,0.12%
Pacific Gas and Electric Company ,2024,Feb,94550,30,0.16%
Pacific Gas and Electric Company ,2024,Feb,94551,33,0.23%
Pacific Gas and Electric Company ,2024,Feb,94552,10,0.20%
Pacific Gas and Electric Company ,2024,Feb,94553,15,0.08%
Pacific Gas and Electric Company ,2024,Feb,94555,17,0.14%
Pacific Gas and Electric Company ,2024,Feb,94556,4,0.07%
Pacific Gas and Electric Company ,2024,Feb,94558,80,0.32%
Pacific Gas and Electric Company ,2024,Feb,94559,48,0.43%
Pacific Gas and Electric Company ,2024,Feb,94560,33,0.20%
Pacific Gas and Electric Company ,2024,Feb,94561,31,0.21%
Pacific Gas and Electric Company ,2024,Feb,94563,1,0.01%
Pacific Gas and Electric Company ,2024,Feb,94564,33,0.47%
Pacific Gas and Electric Company ,2024,Feb,94565,91,0.30%
Pacific Gas and Electric Company ,2024,Feb,94566,21,0.13%
Pacific Gas and Electric Company ,2024,Feb,94567,2,0.61%
Pacific Gas and Electric Company ,2024,Feb,94568,43,0.17%
Pacific Gas and Electric Company ,2024,Feb,94571,13,0.23%
Pacific Gas and Electric Company ,2024,Feb,94572,15,0.48%
Pacific Gas and Electric Company ,2024,Feb,94574,17,0.45%
Pacific Gas and Electric Company ,2024,Feb,94577,12,0.07%
